feature_name,segment,funded_loan_count,loss_loan_count,positive_loss_loan_count,observed_loss_rate,portfolio_loan_share,total_recorded_loss_amount,total_positive_loss_amount,portfolio_positive_loss_share,average_loss_per_funded_loan,average_positive_loss_severity,median_positive_loss_severity,maximum_positive_loss_amount,portfolio_loss_rate,loss_rate_difference_pp,is_material_segment,risk_band
feat_001,IND_021,39,5,5,0.1282051282051282,0.0039,137237.39,137237.39,0.001991678848715982,3518.907435897436,27447.478,30356.61,50082.08,0.2119,-8.369487179487182,false,Insufficient sample
feat_001,IND_160,49,6,6,0.12244897959183673,0.0049,453740.02,453740.02,0.0065849722196696285,9260.000408163265,75623.33666666667,77096.63,193464.96,0.2119,-8.945102040816327,false,Insufficient sample
feat_001,IND_217,60,7,10,0.11666666666666667,0.006,270166.73,270166.73,0.003920836455486084,4502.778833333334,27016.673,14305.78,77500.58,0.2119,-9.523333333333333,false,Insufficient sample
feat_001,IND_187,64,7,8,0.109375,0.0064,259981.09,259981.09,0.0037730157795854754,4062.20453125,32497.63625,17082.04,116747.98,0.2119,-10.252500000000001,false,Insufficient sample
feat_001,IND_090,30,3,3,0.1,0.003,165704.66,165704.66,0.002404814507589172,5523.488666666667,55234.886666666665,74569.88,77125.90,0.2119,-11.19,false,Insufficient sample
feat_001,IND_071,10,1,1,0.1,0.001,5847.23,5847.23,8.485882975898585e-05,584.723,5847.23,5847.23,5847.23,0.2119,-11.19,false,Insufficient sample
feat_001,IND_185,74,7,7,0.0945945945945946,0.0074,86057.06,86057.06,0.0012489163935912955,1162.9332432432432,12293.865714285714,15339.23,28123.74,0.2119,-11.73054054054054,false,Insufficient sample
feat_001,IND_020,407,37,39,0.09090909090909091,0.0407,1240471.21,1286417.36,0.018669330905615827,3047.840810810811,32985.06051282051,18385.78,121150.05,0.2119,-12.09909090909091,true,Low risk
feat_001,IND_084,11,1,1,0.09090909090909091,0.0011,47169.32,47169.32,0.0006845520521216246,4288.12,47169.32,47169.32,47169.32,0.2119,-12.09909090909091,false,Insufficient sample
feat_001,IND_212,24,2,2,0.08333333333333333,0.0024,18642.08,18642.08,0.00027054606934794685,776.7533333333333,9321.04,9321.04,9321.04,0.2119,-12.856666666666666,false,Insufficient sample
feat_001,IND_127,13,1,1,0.07692307692307693,0.0013,20511.40,20511.40,0.0002976748649734084,1577.8,20511.4,20511.40,20511.40,0.2119,-13.497692307692308,false,Insufficient sample
feat_001,IND_231,18,1,3,0.05555555555555555,0.0018,72800.71,73490.01,0.0010665351367358847,4044.483888888889,24496.67,33844.74,33844.74,0.2119,-15.634444444444446,false,Insufficient sample
feat_001,IND_116,23,1,1,0.043478260869565216,0.0023,75964.11,80053.03,0.0011617819795802435,3302.7873913043477,80053.03,80053.03,80053.03,0.2119,-16.842173913043478,false,Insufficient sample
feat_001,IND_111,42,1,1,0.023809523809523808,0.0042,5494.35,5494.35,7.973760417946343e-05,130.81785714285715,5494.35,5494.35,5494.35,0.2119,-18.809047619047618,false,Insufficient sample
feat_001,IND_137,43,1,1,0.023255813953488372,0.0043,26522.57,27697.04,0.00040195757686764874,616.8039534883721,27697.04,27697.04,27697.04,0.2119,-18.864418604651163,false,Insufficient sample
feat_001,IND_135,35,0,0,0.0,0.0035,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_100,33,0,1,0.0,0.0033,16997.63,20185.17,0.00029294040164080915,515.079696969697,20185.17,20185.17,20185.17,0.2119,-21.19,false,Insufficient sample
feat_001,IND_069,18,0,0,0.0,0.0018,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_178,15,0,0,0.0,0.0015,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_087,14,0,0,0.0,0.0014,-88.01,0.00,0.0,-6.286428571428571,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_143,13,0,0,0.0,0.0013,-4536.92,0.00,0.0,-348.99384615384616,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_083,12,0,0,0.0,0.0012,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_115,11,0,2,0.0,0.0011,16420.78,16420.78,0.00023830910953216475,1492.7981818181818,8210.39,8210.39,8210.39,0.2119,-21.19,false,Insufficient sample
feat_001,IND_196,11,0,0,0.0,0.0011,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_066,10,0,0,0.0,0.001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_207,10,0,0,0.0,0.001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_024,10,0,0,0.0,0.001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_121,9,0,0,0.0,0.0009,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_180,8,0,3,0.0,0.0008,3320.07,3320.07,4.818302938620786e-05,415.00875,1106.69,1106.69,1106.69,0.2119,-21.19,false,Insufficient sample
feat_001,IND_224,8,0,0,0.0,0.0008,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_053,8,0,0,0.0,0.0008,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_002,8,0,0,0.0,0.0008,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_061,7,0,0,0.0,0.0007,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_182,7,0,1,0.0,0.0007,4653.36,4653.36,6.753260672955817e-05,664.7657142857142,4653.36,4653.36,4653.36,0.2119,-21.19,false,Insufficient sample
feat_001,IND_034,7,0,0,0.0,0.0007,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_110,7,0,0,0.0,0.0007,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_197,6,0,0,0.0,0.0006,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_152,6,0,0,0.0,0.0006,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_085,6,0,0,0.0,0.0006,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_117,5,0,0,0.0,0.0005,-0.06,0.00,0.0,-0.012,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_153,5,0,0,0.0,0.0005,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_082,5,0,0,0.0,0.0005,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_057,5,0,0,0.0,0.0005,-4982.80,0.00,0.0,-996.56,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_009,5,0,0,0.0,0.0005,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_059,4,0,0,0.0,0.0004,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_032,4,0,0,0.0,0.0004,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_119,4,0,0,0.0,0.0004,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_139,4,0,0,0.0,0.0004,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_065,4,0,0,0.0,0.0004,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_214,3,0,0,0.0,0.0003,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_089,3,0,0,0.0,0.0003,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_159,3,0,0,0.0,0.0003,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_125,3,0,0,0.0,0.0003,-2093.18,0.00,0.0,-697.7266666666667,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_155,3,0,0,0.0,0.0003,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_118,3,0,0,0.0,0.0003,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_162,3,0,3,0.0,0.0003,55200.00,55200.00,0.0008010985377171788,18400.0,18400.0,18400.00,18400.00,0.2119,-21.19,false,Insufficient sample
feat_001,IND_051,3,0,0,0.0,0.0003,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_044,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_050,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_202,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_081,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_133,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_154,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_063,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_204,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_072,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_041,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_195,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_226,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_221,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_108,2,0,0,0.0,0.0002,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_112,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_136,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_023,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_033,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_047,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_192,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_177,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_074,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_097,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_080,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_028,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_031,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_124,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_026,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_176,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_001,IND_144,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_003,ST_55,38,16,16,0.42105263157894735,0.0038,481123.28,481123.28,0.006982376015755304,12661.138947368421,30070.205,14809.39,70872.90,0.2119,20.915263157894735,false,Insufficient sample
feat_003,ST_35,23,9,9,0.391304347826087,0.0023,201426.99,205868.31,0.0029876956902772983,8757.695217391305,22874.256666666668,25934.19,43200.51,0.2119,17.940434782608698,false,Insufficient sample
feat_003,ST_43,100,35,37,0.35,0.01,789615.29,817296.23,0.011861137948093533,7896.1529,22089.087297297297,16069.16,124639.96,0.2119,13.809999999999997,true,High risk
feat_003,ST_24,49,16,15,0.32653061224489793,0.0049,272261.53,272261.53,0.003951237564486265,5556.357755102041,18150.768666666667,10158.46,44033.24,0.2119,11.463061224489794,false,Insufficient sample
feat_003,ST_45,22,7,7,0.3181818181818182,0.0022,284679.57,284679.57,0.004131456290669479,12939.980454545455,40668.51,47169.32,62127.49,0.2119,10.628181818181817,false,Insufficient sample
feat_003,ST_47,119,34,35,0.2857142857142857,0.0119,707009.62,707009.68,0.01026058733333135,5941.257310924369,20200.27657142857,10298.30,97743.39,0.2119,7.381428571428569,true,High risk
feat_003,ST_15,88,25,25,0.2840909090909091,0.0088,698564.76,698564.76,0.010138029125665797,7938.235909090909,27942.5904,25148.07,60397.14,0.2119,7.2190909090909114,false,Insufficient sample
feat_003,ST_16,30,8,8,0.26666666666666666,0.003,176907.41,176907.41,0.0025673961496799533,5896.913666666666,22113.42625,25393.20,35448.43,0.2119,5.476666666666666,false,Insufficient sample
feat_003,ST_44,254,67,68,0.2637795275590551,0.0254,2736124.46,2736124.46,0.03970842941880807,10772.143543307087,40237.12441176471,18160.45,440332.44,0.2119,5.187952755905509,true,High risk
feat_003,ST_19,139,36,38,0.2589928057553957,0.0139,1576774.75,1576939.13,0.022885573027391304,11343.703237410073,41498.398157894735,19472.06,215495.72,0.2119,4.709280575539568,true,Portfolio-like
feat_003,ST_50,475,122,123,0.25684210526315787,0.0475,3369131.45,3404697.89,0.04941120472912616,7092.908315789474,27680.470650406503,19072.21,202644.83,0.2119,4.494210526315786,true,Portfolio-like
feat_003,ST_11,164,42,47,0.25609756097560976,0.0164,1200386.26,1212136.26,0.017591314952898007,7319.428414634146,25790.13319148936,16299.20,124579.24,0.2119,4.419756097560976,true,Portfolio-like
feat_003,ST_18,192,49,51,0.2552083333333333,0.0192,1798148.59,1799148.72,0.0261104240711546,9365.357239583333,35277.42588235294,18723.51,240845.64,0.2119,4.330833333333331,true,Portfolio-like
feat_003,ST_51,102,26,26,0.2549019607843137,0.0102,874505.89,874505.93,0.01269140256789858,8573.587156862744,33634.84346153846,17716.28,123486.60,0.2119,4.30019607843137,true,Portfolio-like
feat_003,ST_09,64,16,16,0.25,0.0064,636024.26,636024.28,0.009230400736605462,9937.8790625,39751.5175,17255.03,321281.48,0.2119,3.8099999999999996,false,Insufficient sample
feat_003,ST_01,28,7,7,0.25,0.0028,262959.59,262959.59,0.0038162417215164657,9391.413928571428,37565.65571428571,21374.84,67371.77,0.2119,3.8099999999999996,false,Insufficient sample
feat_003,ST_13,78,19,19,0.24358974358974358,0.0078,774918.73,774918.73,0.011246127924866907,9934.855512820513,40785.19631578947,20620.70,167469.66,0.2119,3.168974358974358,false,Insufficient sample
feat_003,ST_26,202,49,47,0.24257425742574257,0.0202,1539720.19,1540211.29,0.022352554568740756,7622.377178217822,32770.452978723406,22723.83,112140.42,0.2119,3.0674257425742564,true,Portfolio-like
feat_003,ST_03,296,71,73,0.23986486486486486,0.0296,2090423.59,2091420.39,0.030352061887334993,7062.241858108108,28649.594383561645,15232.83,184012.27,0.2119,2.796486486486485,true,Portfolio-like
feat_003,ST_41,301,70,74,0.23255813953488372,0.0301,1922892.35,1930503.81,0.02801673513131236,6388.346677740864,26087.889324324326,16355.76,152232.93,0.2119,2.0658139534883713,true,Portfolio-like
feat_003,ST_04,39,9,9,0.23076923076923078,0.0039,80233.19,80233.19,0.0011643965794453728,2057.2612820512823,8914.798888888889,5888.92,21805.01,0.2119,1.8869230769230776,false,Insufficient sample
feat_003,ST_12,13,3,3,0.23076923076923078,0.0013,288839.58,288839.58,0.00419182907921819,22218.42923076923,96279.86,96279.86,96279.86,0.2119,1.8869230769230776,false,Insufficient sample
feat_003,ST_32,1346,309,332,0.22956909361069835,0.1346,12866605.03,12955893.36,0.1880244062593425,9559.141924219912,39023.77518072289,25648.77,435340.45,0.2119,1.766909361069835,true,Portfolio-like
feat_003,ST_22,155,33,33,0.2129032258064516,0.0155,801478.27,816948.79,0.01185609567135541,5170.827548387097,24756.02393939394,21979.11,77982.90,0.2119,0.10032258064515964,true,Portfolio-like
feat_003,ST_07,982,203,231,0.20672097759674135,0.0982,7320969.77,7375123.91,0.10703262644536236,7455.162698574338,31926.943333333333,21208.50,253000.00,0.2119,-0.5179022403258654,true,Portfolio-like
feat_003,ST_39,329,68,71,0.2066869300911854,0.0329,2477903.09,2481532.34,0.036013621899853056,7531.620334346505,34951.15971830986,19957.74,148062.50,0.2119,-0.5213069908814594,true,Portfolio-like
feat_003,ST_02,63,13,12,0.20634920634920634,0.0063,288554.05,288701.51,0.004189825316988071,4580.223015873016,24058.459166666667,11709.39,57832.27,0.2119,-0.5550793650793667,false,Insufficient sample
feat_003,ST_42,168,34,36,0.20238095238095238,0.0168,1346660.43,1346660.51,0.01954361893772591,8015.835892857142,37407.23638888889,22969.68,111677.36,0.2119,-0.9519047619047621,true,Portfolio-like
feat_003,ST_46,1330,269,279,0.20225563909774436,0.133,7666380.28,7717933.12,0.11200769812737289,5764.19569924812,27662.842724014336,18797.99,193464.96,0.2119,-0.964436090225565,true,Portfolio-like
feat_003,ST_30,30,6,6,0.2,0.003,131887.60,131887.60,0.0019140391938954383,4396.253333333333,21981.266666666666,26578.52,32689.05,0.2119,-1.1899999999999995,false,Insufficient sample
feat_003,ST_17,131,26,29,0.1984732824427481,0.0131,1056079.71,1056079.75,0.015326520714451517,8061.677175572519,36416.543103448275,23444.97,154255.09,0.2119,-1.3426717557251915,true,Portfolio-like
feat_003,ST_06,570,112,116,0.19649122807017544,0.057,3774976.30,3787213.92,0.05496252777779247,6622.765438596492,32648.395862068966,19980.96,158072.74,0.2119,-1.5408771929824567,true,Portfolio-like
feat_003,ST_20,83,16,18,0.1927710843373494,0.0083,458513.06,461456.14,0.006696953604612568,5524.253734939759,25636.452222222222,18753.70,113141.97,0.2119,-1.9128915662650599,false,Insufficient sample
feat_003,ST_27,267,51,48,0.19101123595505617,0.0267,1312468.81,1316248.14,0.019102254714256455,4915.613520599251,27421.83625,18234.88,148533.30,0.2119,-2.088876404494383,true,Portfolio-like
feat_003,ST_31,43,8,9,0.18604651162790697,0.0043,131661.04,132766.66,0.0019267966881085844,3061.8846511627908,14751.851111111111,10174.02,34371.14,0.2119,-2.585348837209303,false,Insufficient sample
feat_003,ST_37,134,23,26,0.17164179104477612,0.0134,800961.03,805346.40,0.011687714191952794,5977.3211194029855,30974.861538461537,26766.52,107467.59,0.2119,-4.025820895522389,true,Portfolio-like
feat_003,ST_49,251,42,45,0.16733067729083664,0.0251,970273.31,979661.10,0.01421748323674643,3865.6307171314743,21770.246666666666,17061.86,75882.35,0.2119,-4.456932270916337,true,Portfolio-like
feat_003,ST_53,12,2,2,0.16666666666666666,0.0012,46790.98,51773.74,0.0007513744095316922,3899.2483333333334,25886.87,25886.87,25886.87,0.2119,-4.523333333333335,false,Insufficient sample
feat_003,ST_52,115,19,19,0.16521739130434782,0.0115,569137.86,590560.36,0.008570598565755991,4949.024869565217,31082.124210526315,15339.23,116287.94,0.2119,-4.668260869565219,true,Portfolio-like
feat_003,ST_23,93,15,18,0.16129032258064516,0.0093,347800.37,347800.37,0.0050475066634872055,3739.7889247311828,19322.242777777778,22316.11,39776.33,0.2119,-5.060967741935485,false,Insufficient sample
feat_003,ST_25,194,31,38,0.15979381443298968,0.0194,865254.04,865255.36,0.012557152239999115,4460.072371134021,22769.87789473684,17926.86,72779.25,0.2119,-5.210618556701033,true,Low risk
feat_003,ST_48,13,2,2,0.15384615384615385,0.0013,16663.78,16663.78,0.0002418356846166806,1281.8292307692307,8331.89,8331.89,8331.89,0.2119,-5.805384615384615,false,Insufficient sample
feat_003,ST_34,48,7,7,0.14583333333333334,0.0048,414387.94,414901.13,0.0060213168213805275,8633.082083333333,59271.59,16516.06,336680.73,0.2119,-6.6066666666666665,false,Insufficient sample
feat_003,ST_14,110,16,16,0.14545454545454545,0.011,431931.81,431931.81,0.006268477198995186,3926.652818181818,26995.738125,13095.35,64501.27,0.2119,-6.644545454545455,true,Low risk
feat_003,ST_54,36,5,5,0.1388888888888889,0.0036,56641.96,56641.96,0.0008220252052433864,1573.3877777777777,11328.392,13614.10,15578.93,0.2119,-7.301111111111111,false,Insufficient sample
feat_003,ST_40,65,9,10,0.13846153846153847,0.0065,212158.94,219224.54,0.0031815300439442242,3263.9836923076923,21922.454,17553.76,81071.34,0.2119,-7.343846153846154,false,Insufficient sample
feat_003,ST_21,30,4,4,0.13333333333333333,0.003,110497.16,110497.16,0.0016036071249619771,3683.2386666666666,27624.29,8235.68,90423.75,0.2119,-7.856666666666667,false,Insufficient sample
feat_003,ST_08,444,56,64,0.12612612612612611,0.0444,1276327.62,1279416.83,0.018567734631227326,2874.6117567567567,19990.88796875,12232.43,80999.39,0.2119,-8.57738738738739,true,Low risk
feat_003,ST_33,67,4,3,0.05970149253731343,0.0067,14886.70,14886.74,0.00021604611676405498,222.18955223880596,4962.246666666667,6493.95,6493.95,0.2119,-15.219850746268657,false,Insufficient sample
feat_003,ST_10,30,0,0,0.0,0.003,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_003,ST_05,25,0,0,0.0,0.0025,-80.60,0.00,0.0,-3.224,,,,0.2119,-21.19,false,Insufficient sample
feat_003,ST_29,12,0,0,0.0,0.0012,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_003,ST_38,4,0,0,0.0,0.0004,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_003,ST_28,3,0,0,0.0,0.0003,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_003,ST_36,1,0,0,0.0,0.0001,0.00,0.00,0.0,0.0,,,,0.2119,-21.19,false,Insufficient sample
feat_004,true,6362,1586,1664,0.2492926752593524,0.6362,50835749.51,51019557.98,0.7404292263180221,7990.529630619302,30660.79205528846,19461.29,435340.45,0.2119,3.739267525935239,true,Portfolio-like
feat_004,false,3638,533,568,0.14650907091808685,0.3638,17694692.16,17885823.07,0.25957077368197795,4863.851610775151,31489.125123239435,18820.72,440332.44,0.2119,-6.539092908191316,true,Low risk
feat_015,false,5860,1367,1409,0.2332764505119454,0.586,44909764.35,45183687.63,0.6557352552366446,7663.782312286689,32067.911731724627,20579.70,440332.44,0.2119,2.1376450511945393,true,Portfolio-like
feat_015,true,4140,752,823,0.18164251207729468,0.414,23620677.32,23721693.42,0.3442647447633555,5705.47761352657,28823.442794653707,17753.15,253000.00,0.2119,-3.025748792270533,true,Portfolio-like
feat_041,A,5307,1197,1248,0.2255511588468061,0.5307,36381274.14,36594496.13,0.5310832851130428,6855.337128321085,29322.512924679486,18084.85,321281.48,0.2119,1.3651158846806095,true,Portfolio-like
feat_041,C,1488,299,326,0.20094086021505375,0.1488,7307071.13,7317573.67,0.1061974196861364,4910.666081989248,22446.545,14965.22,195976.34,0.2119,-1.0959139784946252,true,Portfolio-like
feat_041,B,3165,616,652,0.19462875197472354,0.3165,24788738.75,24937673.93,0.361911849988964,7832.144944707741,38247.96615030675,25899.55,440332.44,0.2119,-1.7271248025276464,true,Portfolio-like
feat_041,D,40,7,6,0.175,0.004,53357.65,55637.32,0.0008074452118569339,1333.94125,9272.886666666667,8287.78,18585.80,0.2119,-3.6900000000000017,false,Insufficient sample
