loan_id,received_date,origination_year,loss_amount,loss_rank,positive_loss_loan_count,cumulative_positive_loss_loan_count,cumulative_positive_loss_loan_share,portfolio_positive_loss_amount,cumulative_positive_loss_amount,cumulative_positive_loss_share
LRQ-317847,2023-11-14,2023,38447.37,580,2232,580,0.25985663082437277,68905381.05,44139725.53,0.6405845937920404
LRQ-446636,2023-11-14,2023,38447.37,581,2232,581,0.26030465949820786,68905381.05,44178172.90,0.6411425671957734
LRQ-337097,2024-04-17,2024,38429.96,582,2232,582,0.260752688172043,68905381.05,44216602.86,0.6417002879341889
LRQ-467676,2018-08-09,2018,38401.39,583,2232,583,0.26120071684587814,68905381.05,44255004.25,0.6422575940460604
LRQ-143821,2024-11-28,2024,38400.06,584,2232,584,0.2616487455197133,68905381.05,44293404.31,0.6428148808561012
LRQ-825064,2024-11-28,2024,38400.06,585,2232,585,0.2620967741935484,68905381.05,44331804.37,0.6433721676661419
LRQ-398951,2022-11-14,2022,38362.27,586,2232,586,0.2625448028673835,68905381.05,44370166.64,0.6439289060429628
LRQ-341071,2019-01-03,2019,38351.80,587,2232,587,0.26299283154121866,68905381.05,44408518.44,0.6444854924722893
LRQ-949332,2023-12-08,2023,38320.12,588,2232,588,0.26344086021505375,68905381.05,44446838.56,0.6450416191407159
LRQ-401932,2025-01-10,2025,38289.74,589,2232,589,0.2638888888888889,68905381.05,44485128.30,0.6455973049146936
LRQ-539448,2025-01-10,2025,38289.74,590,2232,590,0.26433691756272404,68905381.05,44523418.04,0.6461529906886714
LRQ-220676,2023-07-03,2023,38239.25,591,2232,591,0.2647849462365591,68905381.05,44561657.29,0.6467079437187149
LRQ-306791,2023-07-03,2023,38239.25,592,2232,592,0.26523297491039427,68905381.05,44599896.54,0.6472628967487584
LRQ-863440,2024-07-08,2024,38216.80,593,2232,593,0.2656810035842294,68905381.05,44638113.34,0.6478175239697046
LRQ-270187,2022-08-05,2022,38215.71,594,2232,594,0.2661290322580645,68905381.05,44676329.05,0.6483721353718571
LRQ-891654,2022-08-05,2022,38215.71,595,2232,595,0.26657706093189965,68905381.05,44714544.76,0.6489267467740097
LRQ-804789,2018-10-10,2018,38011.09,596,2232,596,0.2670250896057348,68905381.05,44752555.85,0.6494783885967641
LRQ-697198,2025-02-18,2025,37864.99,597,2232,597,0.2674731182795699,68905381.05,44790420.84,0.6500279101206713
LRQ-317432,2022-06-29,2022,37836.97,598,2232,598,0.267921146953405,68905381.05,44828257.81,0.6505770249999946
LRQ-820355,2025-03-01,2025,37761.53,599,2232,599,0.26836917562724016,68905381.05,44866019.34,0.6511250450446497
LRQ-977425,2025-03-01,2025,37761.53,600,2232,600,0.26881720430107525,68905381.05,44903780.87,0.6516730650893048
LRQ-466632,2024-12-02,2024,37470.05,601,2232,601,0.2692652329749104,68905381.05,44941250.92,0.6522168549853772
LRQ-280160,2023-12-19,2023,37381.83,602,2232,602,0.26971326164874554,68905381.05,44978632.75,0.6527593645750545
LRQ-708458,2023-12-19,2023,37381.83,603,2232,603,0.2701612903225806,68905381.05,45016014.58,0.6533018741647318
LRQ-770820,2023-12-19,2023,37381.83,604,2232,604,0.27060931899641577,68905381.05,45053396.41,0.6538443837544092
LRQ-142337,2025-03-21,2025,37317.68,605,2232,605,0.2710573476702509,68905381.05,45090714.09,0.6543859623572897
LRQ-764506,2025-03-21,2025,37317.68,606,2232,606,0.271505376344086,68905381.05,45128031.77,0.6549275409601701
LRQ-586818,2023-04-26,2023,37272.46,607,2232,607,0.27195340501792115,68905381.05,45165304.23,0.6554684633008063
LRQ-729124,2023-04-26,2023,37272.46,608,2232,608,0.2724014336917563,68905381.05,45202576.69,0.6560093856414426
LRQ-603678,2023-03-13,2023,37250.03,609,2232,609,0.2728494623655914,68905381.05,45239826.72,0.6565499824632346
LRQ-200326,2022-04-17,2022,37199.78,610,2232,610,0.2732974910394265,68905381.05,45277026.50,0.6570898500241296
LRQ-176380,2023-06-03,2023,37083.14,611,2232,611,0.27374551971326166,68905381.05,45314109.64,0.657628024828984
LRQ-673444,2023-06-03,2023,37083.14,612,2232,612,0.27419354838709675,68905381.05,45351192.78,0.6581661996338384
LRQ-858826,2023-08-23,2023,36919.18,613,2232,613,0.2746415770609319,68905381.05,45388111.96,0.6587019949438332
LRQ-306802,2023-10-25,2023,36829.77,614,2232,614,0.27508960573476704,68905381.05,45424941.73,0.6592364926773742
LRQ-720685,2023-07-05,2023,36644.58,615,2232,615,0.27553763440860213,68905381.05,45461586.31,0.6597683028123971
LRQ-308345,2025-10-25,2025,36369.72,616,2232,616,0.27598566308243727,68905381.05,45497956.03,0.6602961239991576
LRQ-237156,2018-12-30,2018,36355.33,617,2232,617,0.2764336917562724,68905381.05,45534311.36,0.6608237363488174
LRQ-336529,2025-03-27,2025,36328.67,618,2232,618,0.2768817204301075,68905381.05,45570640.03,0.6613509617911039
LRQ-841347,2025-03-27,2025,36328.67,619,2232,619,0.27732974910394265,68905381.05,45606968.70,0.6618781872333903
LRQ-471012,2024-12-24,2024,36270.82,620,2232,620,0.2777777777777778,68905381.05,45643239.52,0.6624045731186041
LRQ-904496,2018-07-11,2018,36228.22,621,2232,621,0.2782258064516129,68905381.05,45679467.74,0.662930340764729
LRQ-685291,2025-06-09,2025,36197.95,622,2232,622,0.278673835125448,68905381.05,45715665.69,0.6634556691127971
LRQ-285594,2024-02-16,2024,36164.35,623,2232,623,0.27912186379928317,68905381.05,45751830.04,0.6639805098356684
LRQ-587222,2024-02-20,2024,36035.68,624,2232,624,0.27956989247311825,68905381.05,45787865.72,0.6645034832152633
LRQ-500720,2023-09-24,2023,35935.20,625,2232,625,0.2800179211469534,68905381.05,45823800.92,0.6650249983633173
LRQ-819787,2024-06-14,2024,35909.00,626,2232,626,0.28046594982078854,68905381.05,45859709.92,0.6655461332798188
LRQ-475161,2023-08-21,2023,35896.84,627,2232,627,0.28091397849462363,68905381.05,45895606.76,0.6660670917224396
LRQ-982796,2023-08-21,2023,35896.84,628,2232,628,0.28136200716845877,68905381.05,45931503.60,0.6665880501650604
LRQ-579589,2023-02-15,2023,35721.15,629,2232,629,0.2818100358422939,68905381.05,45967224.75,0.6671064588793825
LRQ-250684,2024-03-29,2024,35550.47,630,2232,630,0.28225806451612906,68905381.05,46002775.22,0.6676223905738056
LRQ-312267,2023-01-03,2023,35523.52,631,2232,631,0.28270609318996415,68905381.05,46038298.74,0.6681379311521854
LRQ-257779,2024-02-07,2024,35500.61,632,2232,632,0.2831541218637993,68905381.05,46073799.35,0.6686531392456468
LRQ-637940,2024-02-07,2024,35500.61,633,2232,633,0.28360215053763443,68905381.05,46109299.96,0.6691683473391081
LRQ-546824,2025-10-31,2025,35448.43,634,2232,634,0.2840501792114695,68905381.05,46144748.39,0.669682798162249
LRQ-389901,2024-12-21,2024,35447.51,635,2232,635,0.28449820788530467,68905381.05,46180195.90,0.6701972356337473
LRQ-888395,2024-11-18,2024,35343.62,636,2232,636,0.2849462365591398,68905381.05,46215539.52,0.6707101653855524
LRQ-687086,2023-11-17,2023,35305.31,637,2232,637,0.2853942652329749,68905381.05,46250844.83,0.6712225391575568
LRQ-363815,2023-10-28,2023,35280.01,638,2232,638,0.28584229390681004,68905381.05,46286124.84,0.6717345457593984
LRQ-946661,2023-10-28,2023,35280.01,639,2232,639,0.2862903225806452,68905381.05,46321404.85,0.6722465523612398
LRQ-611049,2022-08-20,2022,35241.76,640,2232,640,0.2867383512544803,68905381.05,46356646.61,0.67275800385404
LRQ-291465,2024-06-20,2024,35227.63,641,2232,641,0.2871863799283154,68905381.05,46391874.24,0.67326925028303
LRQ-391516,2025-05-08,2025,34962.15,642,2232,642,0.28763440860215056,68905381.05,46426836.39,0.6737766438924584
LRQ-282723,2023-03-04,2023,34894.96,643,2232,643,0.28808243727598565,68905381.05,46461731.35,0.6742830623966196
LRQ-299612,2023-03-04,2023,34894.96,644,2232,644,0.2885304659498208,68905381.05,46496626.31,0.6747894809007808
LRQ-460349,2018-08-25,2018,34697.34,645,2232,645,0.28897849462365593,68905381.05,46531323.65,0.6752930314141264
LRQ-976561,2022-04-10,2022,34624.68,646,2232,646,0.289426523297491,68905381.05,46565948.33,0.6757955274379838
LRQ-712997,2025-06-14,2025,34611.71,647,2232,647,0.28987455197132617,68905381.05,46600560.04,0.67629783523271
LRQ-276763,2025-12-07,2025,34546.50,648,2232,648,0.2903225806451613,68905381.05,46635106.54,0.6767991966572254
LRQ-868106,2025-12-07,2025,34546.50,649,2232,649,0.2907706093189964,68905381.05,46669653.04,0.6773005580817407
LRQ-199646,2024-01-10,2024,34539.69,650,2232,650,0.29121863799283154,68905381.05,46704192.73,0.6778018206750778
LRQ-190520,2023-10-17,2023,34513.23,651,2232,651,0.2916666666666667,68905381.05,46738705.96,0.6783026992635723
LRQ-774392,2023-06-04,2023,34470.65,652,2232,652,0.2921146953405018,68905381.05,46773176.61,0.678802959903231
LRQ-921287,2023-06-04,2023,34470.65,653,2232,653,0.2925627240143369,68905381.05,46807647.26,0.6793032205428896
LRQ-417960,2025-10-26,2025,34371.14,654,2232,654,0.29301075268817206,68905381.05,46842018.40,0.6798020370282822
LRQ-380007,2023-09-07,2023,34301.50,655,2232,655,0.29345878136200715,68905381.05,46876319.90,0.6802998428524037
LRQ-980574,2023-09-07,2023,34301.50,656,2232,656,0.2939068100358423,68905381.05,46910621.40,0.6807976486765253
LRQ-523250,2022-07-11,2022,34265.71,657,2232,657,0.29435483870967744,68905381.05,46944887.11,0.6812949350927362
LRQ-180738,2022-04-30,2022,34234.60,658,2232,658,0.2948028673835125,68905381.05,46979121.71,0.6817917700202603
LRQ-561632,2022-04-30,2022,34234.60,659,2232,659,0.29525089605734767,68905381.05,47013356.31,0.6822886049477844
LRQ-971110,2018-08-26,2018,34205.73,660,2232,660,0.2956989247311828,68905381.05,47047562.04,0.6827850208949683
LRQ-720801,2025-07-23,2025,34180.89,661,2232,661,0.2961469534050179,68905381.05,47081742.93,0.6832810763478102
LRQ-400488,2023-10-25,2023,34044.86,662,2232,662,0.29659498207885304,68905381.05,47115787.79,0.6837751576442375
LRQ-643214,2023-10-25,2023,34044.86,663,2232,663,0.2970430107526882,68905381.05,47149832.65,0.6842692389406647
LRQ-265390,2023-09-01,2023,33974.79,664,2232,664,0.2974910394265233,68905381.05,47183807.44,0.6847623033353794
LRQ-485548,2023-09-01,2023,33974.79,665,2232,665,0.2979390681003584,68905381.05,47217782.23,0.685255367730094
LRQ-830828,2019-01-02,2019,33844.74,666,2232,666,0.29838709677419356,68905381.05,47251626.97,0.6857465447540689
LRQ-932079,2019-01-02,2019,33844.74,667,2232,667,0.29883512544802865,68905381.05,47285471.71,0.686237721778044
LRQ-843594,2023-04-05,2023,33665.95,668,2232,668,0.2992831541218638,68905381.05,47319137.66,0.6867263040844906
LRQ-854381,2023-04-05,2023,33665.95,669,2232,669,0.29973118279569894,68905381.05,47352803.61,0.6872148863909374
LRQ-151127,2025-07-23,2025,33551.83,670,2232,670,0.300179211469534,68905381.05,47386355.44,0.6877018125132334
LRQ-581789,2023-05-02,2023,33534.17,671,2232,671,0.30062724014336917,68905381.05,47419889.61,0.6881884823420478
LRQ-374557,2023-02-25,2023,33532.14,672,2232,672,0.3010752688172043,68905381.05,47453421.75,0.6886751227101733
LRQ-436610,2023-02-25,2023,33532.14,673,2232,673,0.3015232974910394,68905381.05,47486953.89,0.6891617630782988
LRQ-973992,2018-09-04,2018,33506.11,674,2232,674,0.30197132616487454,68905381.05,47520460.00,0.6896480256820233
LRQ-460152,2025-10-30,2025,33488.00,675,2232,675,0.3024193548387097,68905381.05,47553948.00,0.6901340254615718
LRQ-707073,2025-10-30,2025,33488.00,676,2232,676,0.30286738351254483,68905381.05,47587436.00,0.6906200252411201
LRQ-761641,2024-03-31,2024,33320.47,677,2232,677,0.3033154121863799,68905381.05,47620756.47,0.6911035937156319
LRQ-993033,2024-03-31,2024,33320.47,678,2232,678,0.30376344086021506,68905381.05,47654076.94,0.6915871621901436
LRQ-415290,2023-08-07,2023,33297.60,679,2232,679,0.3042114695340502,68905381.05,47687374.54,0.6920703987602431
LRQ-100702,2019-12-27,2019,33235.31,680,2232,680,0.3046594982078853,68905381.05,47720609.85,0.6925527313370834
LRQ-637497,2024-02-04,2024,33213.82,681,2232,681,0.30510752688172044,68905381.05,47753823.67,0.6930347520369747
LRQ-839555,2019-08-29,2019,33120.00,682,2232,682,0.3055555555555556,68905381.05,47786943.67,0.693515411159605
LRQ-231547,2024-12-17,2024,33042.72,683,2232,683,0.30600358422939067,68905381.05,47819986.39,0.6939949487442825
LRQ-636131,2023-04-29,2023,33031.77,684,2232,684,0.3064516129032258,68905381.05,47853018.16,0.6944743274153913
LRQ-479098,2023-09-14,2023,32977.71,685,2232,685,0.30689964157706096,68905381.05,47885995.87,0.6949529215323887
LRQ-785110,2025-07-22,2025,32977.29,686,2232,686,0.30734767025089604,68905381.05,47918973.16,0.6954315095540713
LRQ-837810,2024-04-04,2024,32951.12,687,2232,687,0.3077956989247312,68905381.05,47951924.28,0.6959097177795812
LRQ-829199,2025-05-26,2025,32820.98,688,2232,688,0.30824372759856633,68905381.05,47984745.26,0.6963860373282124
LRQ-893267,2025-05-26,2025,32820.98,689,2232,689,0.3086917562724014,68905381.05,48017566.24,0.6968623568768437
LRQ-946925,2023-10-27,2023,32788.74,690,2232,690,0.30913978494623656,68905381.05,48050354.98,0.6973382085374884
LRQ-295725,2022-11-25,2022,32711.10,691,2232,691,0.3095878136200717,68905381.05,48083066.08,0.6978129334356247
LRQ-208756,2023-08-05,2023,32692.55,692,2232,692,0.3100358422939068,68905381.05,48115758.63,0.6982873891240168
LRQ-827001,2025-10-23,2025,32689.05,693,2232,693,0.31048387096774194,68905381.05,48148447.68,0.6987617940181176
LRQ-372845,2025-07-13,2025,32671.85,694,2232,694,0.3109318996415771,68905381.05,48181119.53,0.6992359492945581
LRQ-777550,2024-03-31,2024,32592.53,695,2232,695,0.31137992831541217,68905381.05,48213712.06,0.6997089534272303
LRQ-537141,2023-10-30,2023,32468.29,696,2232,696,0.3118279569892473,68905381.05,48246180.35,0.7001801545076863
LRQ-406325,2024-10-05,2024,32429.45,697,2232,697,0.31227598566308246,68905381.05,48278609.80,0.700650791916635
LRQ-450614,2024-10-05,2024,32429.45,698,2232,698,0.31272401433691754,68905381.05,48311039.25,0.7011214293255839
LRQ-931178,2018-11-29,2018,32418.32,699,2232,699,0.3131720430107527,68905381.05,48343457.57,0.7015919052086862
LRQ-612461,2022-10-12,2022,32384.00,700,2232,700,0.31362007168458783,68905381.05,48375841.57,0.7020618830174803
LRQ-634593,2025-06-17,2025,32309.37,701,2232,701,0.3140681003584229,68905381.05,48408150.94,0.7025307777468563
LRQ-559922,2023-05-31,2023,32303.65,702,2232,702,0.31451612903225806,68905381.05,48440454.59,0.7029995894638479
LRQ-939964,2020-10-29,2020,32209.24,703,2232,703,0.3149641577060932,68905381.05,48472663.83,0.703467031041112
LRQ-857758,2024-10-03,2024,32090.28,704,2232,704,0.3154121863799283,68905381.05,48504754.11,0.7039327461929767
LRQ-939201,2024-10-03,2024,32090.28,705,2232,705,0.31586021505376344,68905381.05,48536844.39,0.7043984613448415
LRQ-713295,2025-05-30,2025,32052.05,706,2232,706,0.3163082437275986,68905381.05,48568896.44,0.7048636216779183
LRQ-266217,2025-01-30,2025,32030.37,707,2232,707,0.31675627240143367,68905381.05,48600926.81,0.7053284673766419
LRQ-270979,2025-01-30,2025,32030.37,708,2232,708,0.3172043010752688,68905381.05,48632957.18,0.7057933130753654
LRQ-940398,2024-03-22,2024,31927.33,709,2232,709,0.31765232974910396,68905381.05,48664884.51,0.7062566633901519
LRQ-743045,2023-03-23,2023,31894.78,710,2232,710,0.31810035842293904,68905381.05,48696779.29,0.7067195413180289
LRQ-172773,2020-04-02,2020,31857.10,711,2232,711,0.3185483870967742,68905381.05,48728636.39,0.707181872409078
LRQ-720083,2025-04-21,2025,31740.00,712,2232,712,0.31899641577060933,68905381.05,48760376.39,0.7076425040682655
LRQ-928013,2025-04-21,2025,31740.00,713,2232,713,0.3194444444444444,68905381.05,48792116.39,0.7081031357274528
LRQ-908114,2024-08-21,2024,31645.02,714,2232,714,0.31989247311827956,68905381.05,48823761.41,0.7085623889746997
LRQ-553883,2022-05-29,2022,31521.04,715,2232,715,0.3203405017921147,68905381.05,48855282.45,0.7090198429430209
LRQ-795942,2022-05-29,2022,31521.04,716,2232,716,0.3207885304659498,68905381.05,48886803.49,0.709477296911342
LRQ-243778,2022-05-03,2022,31466.67,717,2232,717,0.32123655913978494,68905381.05,48918270.16,0.7099339618266286
LRQ-474502,2025-11-25,2025,31370.53,718,2232,718,0.3216845878136201,68905381.05,48949640.69,0.7103892314952955
LRQ-216901,2024-01-25,2024,31321.62,719,2232,719,0.32213261648745517,68905381.05,48980962.31,0.7108437913500226
LRQ-557236,2024-01-25,2024,31321.62,720,2232,720,0.3225806451612903,68905381.05,49012283.93,0.7112983512047497
LRQ-471733,2022-06-15,2022,31262.54,721,2232,721,0.32302867383512546,68905381.05,49043546.47,0.7117520536518389
LRQ-860018,2022-06-15,2022,31262.54,722,2232,722,0.3234767025089606,68905381.05,49074809.01,0.7122057560989281
LRQ-498419,2023-09-13,2023,31246.42,723,2232,723,0.3239247311827957,68905381.05,49106055.43,0.712659224602024
LRQ-702891,2025-06-22,2025,31184.65,724,2232,724,0.32437275985663083,68905381.05,49137240.08,0.713111796658441
LRQ-853330,2025-06-22,2025,31184.65,725,2232,725,0.324820788530466,68905381.05,49168424.73,0.7135643687148582
LRQ-718015,2023-10-30,2023,31104.85,726,2232,726,0.32526881720430106,68905381.05,49199529.58,0.7140157826614326
LRQ-527016,2023-01-04,2023,30985.91,727,2232,727,0.3257168458781362,68905381.05,49230515.49,0.7144654704728609
LRQ-416599,2024-11-28,2024,30982.64,728,2232,728,0.32616487455197135,68905381.05,49261498.13,0.7149151108279084
LRQ-837219,2019-08-09,2019,30927.09,729,2232,729,0.32661290322580644,68905381.05,49292425.22,0.7153639450049889
LRQ-770764,2024-10-13,2024,30823.96,730,2232,730,0.3270609318996416,68905381.05,49323249.18,0.7158112824919934
LRQ-156923,2024-12-13,2024,30820.35,731,2232,731,0.3275089605734767,68905381.05,49354069.53,0.7162585675883147
LRQ-661471,2024-12-13,2024,30820.35,732,2232,732,0.3279569892473118,68905381.05,49384889.88,0.7167058526846359
LRQ-567514,2025-02-23,2025,30803.51,733,2232,733,0.32840501792114696,68905381.05,49415693.39,0.7171528933878525
LRQ-895430,2025-02-23,2025,30803.51,734,2232,734,0.3288530465949821,68905381.05,49446496.90,0.717599934091069
LRQ-652306,2018-06-24,2018,30735.89,735,2232,735,0.3293010752688172,68905381.05,49477232.79,0.718045993448577
LRQ-634589,2023-06-18,2023,30562.40,736,2232,736,0.32974910394265233,68905381.05,49507795.19,0.7184895350056264
LRQ-714800,2019-01-14,2019,30558.70,737,2232,737,0.3301971326164875,68905381.05,49538353.89,0.7189330228658536
LRQ-935782,2021-01-25,2021,30536.81,738,2232,738,0.33064516129032256,68905381.05,49568890.70,0.7193761930440701
LRQ-254972,2024-01-04,2024,30511.52,739,2232,739,0.3310931899641577,68905381.05,49599402.22,0.7198189961972499
LRQ-189200,2022-04-18,2022,30356.61,740,2232,740,0.33154121863799285,68905381.05,49629758.83,0.720259551195095
LRQ-696065,2022-04-18,2022,30356.61,741,2232,741,0.33198924731182794,68905381.05,49660115.44,0.7207001061929401
LRQ-338110,2022-08-16,2022,30277.44,742,2232,742,0.3324372759856631,68905381.05,49690392.88,0.7211395122239151
LRQ-445614,2022-08-16,2022,30277.44,743,2232,743,0.3328853046594982,68905381.05,49720670.32,0.7215789182548901
LRQ-511913,2025-07-13,2025,30197.97,744,2232,744,0.3333333333333333,68905381.05,49750868.29,0.7220171709651986
LRQ-804876,2019-03-22,2019,30183.67,745,2232,745,0.33378136200716846,68905381.05,49781051.96,0.7224552161445452
LRQ-121364,2023-05-30,2023,30176.00,746,2232,746,0.3342293906810036,68905381.05,49811227.96,0.7228931500118306
LRQ-388527,2023-05-30,2023,30176.00,747,2232,747,0.3346774193548387,68905381.05,49841403.96,0.723331083879116
LRQ-214563,2023-05-12,2023,30138.70,748,2232,748,0.33512544802867383,68905381.05,49871542.66,0.7237684764243822
LRQ-505051,2022-12-16,2022,30126.89,749,2232,749,0.335573476702509,68905381.05,49901669.55,0.7242056975751968
LRQ-327004,2020-11-05,2020,30116.48,750,2232,750,0.33602150537634407,68905381.05,49931786.03,0.7246427676492764
LRQ-242803,2023-10-14,2023,30110.59,751,2232,751,0.3364695340501792,68905381.05,49961896.62,0.7250797522438198
LRQ-503091,2018-07-14,2018,30028.80,752,2232,752,0.33691756272401435,68905381.05,49991925.42,0.7255155498483381
LRQ-536166,2018-07-14,2018,30028.80,753,2232,753,0.33736559139784944,68905381.05,50021954.22,0.7259513474528562
LRQ-460782,2025-04-13,2025,30010.33,754,2232,754,0.3378136200716846,68905381.05,50051964.55,0.7263868770086426
LRQ-263378,2020-08-27,2020,30008.74,755,2232,755,0.3382616487455197,68905381.05,50081973.29,0.726822383489308
LRQ-966911,2020-08-27,2020,30008.74,756,2232,756,0.3387096774193548,68905381.05,50111982.03,0.7272578899699735
LRQ-595826,2019-05-09,2019,29881.60,757,2232,757,0.33915770609318996,68905381.05,50141863.63,0.7276915513117245
LRQ-598611,2019-05-09,2019,29881.60,758,2232,758,0.3396057347670251,68905381.05,50171745.23,0.7281252126534753
LRQ-362321,2023-03-22,2023,29870.32,759,2232,759,0.3400537634408602,68905381.05,50201615.55,0.7285587102924815
LRQ-279757,2025-10-27,2025,29730.78,760,2232,760,0.34050179211469533,68905381.05,50231346.33,0.7289901828356553
LRQ-160411,2018-07-12,2018,29699.68,761,2232,761,0.3409498207885305,68905381.05,50261046.01,0.7294212040352689
LRQ-184264,2022-06-22,2022,29644.42,762,2232,762,0.34139784946236557,68905381.05,50290690.43,0.7298514232655855
LRQ-634897,2022-06-22,2022,29644.42,763,2232,763,0.3418458781362007,68905381.05,50320334.85,0.730281642495902
LRQ-304483,2025-01-03,2025,29610.79,764,2232,764,0.34229390681003585,68905381.05,50349945.64,0.7307113736656421
LRQ-187269,2025-11-04,2025,29577.76,765,2232,765,0.34274193548387094,68905381.05,50379523.40,0.7311406254823983
LRQ-685971,2025-11-04,2025,29577.76,766,2232,766,0.3431899641577061,68905381.05,50409101.16,0.7315698772991547
LRQ-918352,2023-01-08,2023,29538.18,767,2232,767,0.34363799283154123,68905381.05,50438639.34,0.7319985547050394
LRQ-657161,2023-01-12,2023,29512.83,768,2232,768,0.34408602150537637,68905381.05,50468152.17,0.732426864215128
LRQ-791162,2024-07-28,2024,29460.63,769,2232,769,0.34453405017921146,68905381.05,50497612.80,0.7328544161646429
LRQ-861491,2024-07-28,2024,29460.63,770,2232,770,0.3449820788530466,68905381.05,50527073.43,0.7332819681141579
LRQ-547244,2023-10-16,2023,29440.02,771,2232,771,0.34543010752688175,68905381.05,50556513.45,0.7337092209578602
LRQ-141353,2023-09-23,2023,29436.41,772,2232,772,0.34587813620071683,68905381.05,50585949.86,0.7341364214108791
LRQ-640591,2023-09-23,2023,29436.41,773,2232,773,0.346326164874552,68905381.05,50615386.27,0.734563621863898
LRQ-564525,2023-08-14,2023,29399.94,774,2232,774,0.3467741935483871,68905381.05,50644786.21,0.7349902930404011
LRQ-790426,2023-08-01,2023,29382.33,775,2232,775,0.3472222222222222,68905381.05,50674168.54,0.7354167086490555
LRQ-939078,2023-08-01,2023,29382.33,776,2232,776,0.34767025089605735,68905381.05,50703550.87,0.7358431242577099
LRQ-125466,2024-07-15,2024,29374.39,777,2232,777,0.3481182795698925,68905381.05,50732925.26,0.7362694246358863
LRQ-647515,2024-07-15,2024,29374.39,778,2232,778,0.3485663082437276,68905381.05,50762299.65,0.7366957250140627
LRQ-119258,2025-05-26,2025,29313.10,779,2232,779,0.34901433691756273,68905381.05,50791612.75,0.7371211359116343
LRQ-785227,2023-02-07,2023,29251.75,780,2232,780,0.34946236559139787,68905381.05,50820864.50,0.7375456564578421
LRQ-768950,2023-04-14,2023,29208.62,781,2232,781,0.34991039426523296,68905381.05,50850073.12,0.7379695510732539
LRQ-340970,2020-01-06,2020,29166.32,782,2232,782,0.3503584229390681,68905381.05,50879239.44,0.7383928318033733
LRQ-994650,2020-01-06,2020,29166.32,783,2232,783,0.35080645161290325,68905381.05,50908405.76,0.7388161125334928
LRQ-132759,2023-07-20,2023,29122.38,784,2232,784,0.35125448028673834,68905381.05,50937528.14,0.739238755577566
LRQ-984251,2023-07-20,2023,29122.38,785,2232,785,0.3517025089605735,68905381.05,50966650.52,0.7396613986216394
LRQ-716239,2023-05-08,2023,29052.96,786,2232,786,0.3521505376344086,68905381.05,50995703.48,0.7400830341972254
LRQ-850143,2023-02-18,2023,28913.13,787,2232,787,0.3525985663082437,68905381.05,51024616.61,0.7405026404683093
LRQ-956343,2023-02-18,2023,28913.13,788,2232,788,0.35304659498207885,68905381.05,51053529.74,0.7409222467393931
LRQ-188073,2023-10-12,2023,28828.68,789,2232,789,0.353494623655914,68905381.05,51082358.42,0.7413406274167902
LRQ-907017,2019-09-02,2019,28807.50,790,2232,790,0.3539426523297491,68905381.05,51111165.92,0.7417587007161613
LRQ-990813,2023-11-30,2023,28736.18,791,2232,791,0.35439068100358423,68905381.05,51139902.10,0.7421757389730015
LRQ-639704,2019-05-24,2019,28693.94,792,2232,792,0.3548387096774194,68905381.05,51168596.04,0.7425921642153084
LRQ-461371,2022-11-12,2022,28422.44,793,2232,793,0.35528673835125446,68905381.05,51197018.48,0.7430046492718728
LRQ-483145,2022-11-12,2022,28422.44,794,2232,794,0.3557347670250896,68905381.05,51225440.92,0.7434171343284373
LRQ-419501,2024-03-18,2024,28350.89,795,2232,795,0.35618279569892475,68905381.05,51253791.81,0.7438285810045601
LRQ-210473,2022-11-09,2022,28260.41,796,2232,796,0.35663082437275984,68905381.05,51282052.22,0.7442387145756885
LRQ-210654,2022-11-09,2022,28260.41,797,2232,797,0.357078853046595,68905381.05,51310312.63,0.7446488481468169
LRQ-442576,2023-05-19,2023,28249.43,798,2232,798,0.3575268817204301,68905381.05,51338562.06,0.745058822368997
LRQ-207247,2025-06-25,2025,28243.32,799,2232,799,0.3579749103942652,68905381.05,51366805.38,0.7454687079188571
LRQ-585895,2019-04-24,2019,28144.77,800,2232,800,0.35842293906810035,68905381.05,51394950.15,0.7458771632465996
LRQ-873384,2020-10-12,2020,28141.20,801,2232,801,0.3588709677419355,68905381.05,51423091.35,0.746285566764165
LRQ-337572,2023-02-22,2023,28123.74,802,2232,802,0.3593189964157706,68905381.05,51451215.09,0.7466937168907798
LRQ-222264,2023-04-25,2023,28060.72,803,2232,803,0.35976702508960573,68905381.05,51479275.81,0.7471009524298974
LRQ-637987,2024-07-03,2024,27984.04,804,2232,804,0.3602150537634409,68905381.05,51507259.85,0.747507075138655
LRQ-737249,2025-02-26,2025,27966.84,805,2232,805,0.36066308243727596,68905381.05,51535226.69,0.7479129482297522
LRQ-663438,2023-06-24,2023,27898.43,806,2232,806,0.3611111111111111,68905381.05,51563125.12,0.7483178285101436
LRQ-847791,2025-06-24,2025,27830.02,807,2232,807,0.36155913978494625,68905381.05,51590955.14,0.7487217159798292
LRQ-301717,2024-06-17,2024,27778.87,808,2232,808,0.36200716845878134,68905381.05,51618734.01,0.7491248611272283
LRQ-732063,2024-06-17,2024,27778.87,809,2232,809,0.3624551971326165,68905381.05,51646512.88,0.7495280062746276
LRQ-734532,2025-11-01,2025,27697.04,810,2232,810,0.3629032258064516,68905381.05,51674209.92,0.7499299638514952
LRQ-382457,2023-05-15,2023,27685.82,811,2232,811,0.3633512544802867,68905381.05,51701895.74,0.7503317585963775
